score,description,date,sentimento
5.0,"Ele é pequeno, e mesmo eu tendo mãos grandes isso não me incomoda. O design é muito lindo e o clique bem firme, ele tem um adaptador para conectar por ser fio, gostei bastante do produto.",15/04/2021,Bom
5.0,"Esse mouse é perfeito, tempo de resposta rápido, o consumo é bem baixo, tenho um a mais de um ano e não precisei trocar pilha, comprei mais um para minha irmã.",13/07/2021,Bom
5.0,"Mouse bastante leve e preciso.Não teve comigo bom encaixe.Material plástico, sobretudo nos botões, causa certo receio de fragilidade, mas em 1 mês de uso sem qualquer problema.",22/06/2020,Bom
5.0,"Excelente produto! Lindo, ágil e compacto! A minha mãe é pequena, achei uma boa pegada... agora para mãos maiores, não sei se iria ser tão ergonômico! O meu já veio com pilha 🥰",1/02/2021,Bom
3.0,"Se você está precisando de um mouse bem baratinho só pra quebrar um galho, é isso ai.",12/11/2021,Neutro
5.0,Até agora está me sendo muito util. Comprei especificamente para usa-lo a distancia. Recomendo.,21/12/2021,Bom
5.0,"O produto é muito bom, a bateria dura bastante e tem um ótimo custo x benefício. Marca de qualidade é assim mesmo, não tem erro.",15/01/2021,Bom
5.0,"Tamanho bacana, rolabilidade adequada, fácil de limpar e boa estética. Comprei por R$ 38,09 em abril/2020, então também considero excelente o custo/benefício.",27/07/2020,Bom
5.0,"É um bom custo beneficio, mas ele deixa a desejar em alguns momentos.",8/09/2020,Bom
4.0,"Um periférico muito bom, só achei ele um pouco menor do que esperava, o que pode incomodar algumas pessoas - mas de resto ele é ótimo, muito preciso.",13/04/2021,Bom
4.0,"ergonômico, ótima velocidade, mas frágil, quebrou com poucas quedas.",15/12/2021,Bom
5.0,"Mouse de alta qualidade, acabamento bonito, responde rápido aos cliques, leve, dá para usar de boa sem mousepad e chegou 3 dias antes do prazo mínimo.",11/05/2020,Bom
5.0,"Mouse bom, barato e com boa resposta.",12/03/2021,Bom
5.0,"Maravilhoso, prático, usa apenas uma pilha AA, funciona perfeitamente, fácil de usar e de transportar na bolsa.",7/12/2020,Bom
4.0,"O produto parece de qualidade boa, não utilizei  ainda,compre pois constava do mesmo pacote de produtos. Só não entendi a entrada USB, não acompanhou o produto. Não sei como utilizá-lo.",22/07/2021,Bom
1.0,"Mouse veio com bug na movimentação. Ao movimentar para os lados, o cursor se move na diagonal. Tenho outros mouses G Logitech que são excelentes. Pode ser problema deste produto específicamente.",29/03/2021,Ruim
4.0,"Produto de qualidade, tamanho reduzido mas de boa ergonomia, funcionamento preciso.",4/11/2021,Bom
5.0,"O mouse chegou super rápido e atendeu minhas expectativas, gosto dessa marca. Ele e bem leve.",13/10/2021,Bom
5.0,Super leve e preciso muito bom!,3/11/2021,Bom
5.0,"Mouse sem fio com bom preço e ótima qualidade. O produto não é leve demais, a ponto de parecer frágil, nem pesado demais, a ponto de ser difícil de uso. Atingiu as minhas expectativas.",30/12/2020,Bom
5.0,Amei utilizá-lo. Me atende super bem e sem mouse pad.,20/11/2021,Bom
5.0,"A sensação dele na mão é bem diferente, mas um diferente bom.O tamanho também é bom até pra mim que tenho a mão enorme.Ele é bastante silencioso e macio.",8/07/2021,Bom
5.0,Mouse de qualidade. Supre muito bem o uso para escritórios e pra uso comum. Só que avhei ele pequeno.,23/08/2020,Bom
5.0,"Não sei avaliar para jogos, mas esse é o melhor mouse que comprei nos últimos tempos. Leve, preciso, show! Depois de muita pesquisa e umas tentativas erradas, acertei!Recomendo.",7/06/2021,Bom
5.0,"Fiquei receoso de comprar pois me pareceu pequeno e desconfortável, mas quando comecei a usar, ele me surpreendeu. muito confortável e boa qualidade. Gostei muito!!",13/04/2021,Bom
5.0,"Produto um com o valor um pouco acima comparado a outras marcas mais inferiores, mas vale a pena o investimento, este um mouse que entrega o que promete sem nenhum problema.",9/09/2020,Bom
5.0,Conforme anúncio. Muito bom,1/09/2021,Bom
3.0,"É um mouse muito bom, com boa precisão, mas por ser pequeno, dependendo do quanto você usa sua mão vai doer :(",7/06/2020,Neutro
2.0,"Há apenas uma semana que eu comprei e ele já apresenta defeitos, gostaria que a empresa observasse e resolvesse os problemas. (já troquei as pilhas, mas parece ser um defeito do próprio mouse)",5/05/2021,Ruim
5.0,Uso os mouses da Longitech há mais de um ano e nunca tive problemas. O USB é discreto. Recomendo.,13/12/2021,Bom
4.0,"O produto é bom, está servindo bastante. porém, apresenta marcas de uso nas borrachas em baixo, como se não fosse novo. Essa queixa já foi descrita também em outros comentários. Tirando esse detalhe, vale a pena.",21/08/2020,Bom
5.0,"Responde o comando com um simples toc, modelo encaixa perfeitamente da mão.Uso para trabalhar, atendeu todas as minhas expectativas.",5/02/2021,Bom
5.0,"Eu uso para o dia a dia, fazer trabalhos da faculdade, mexer no YouTube, redes sociais, acho um pouco divagar porém acredito que possa modificar na sensibilidade, ainda não tentei pós chegou hoje, o produto é boa qualidade.",2/06/2021,Bom
5.0,"Antes de comprar esse produto, já tinha comprado outros mouses mais baratos que estragaram muito rapidamente. Esse mouse da Logitec é de ótima qualidade, ergonômico e com bom custo-benefício.",21/10/2020,Bom
2.0,"Mto bom, recomento. Único problema para mim foi no scroll, q ao girar faz barulho de ""enferrujado"". Passei de leve um oleo da bike com biqueira para precisão do local mas o problema persiste.",30/12/2021,Ruim
5.0,"Perfeito. Utilizo muito o Photoshop, after e premiere e atende muito bem. Bateria ótima. Mais de 2 meses de uso diário e contínuo e ainda temos carga.Conectou sem problemas no MAC",16/02/2021,Bom
5.0,"Já é o segundo que compro, me surpreendi com a qualidade e com o design! Podem comprar sem medo.",8/10/2020,Bom
5.0,"Funciona super bem. É plug and play. Boa anatomia. Atende super bem as demandas de home office, evitando por um bom preço os fios do mouse comum.",24/05/2021,Bom
5.0,"Ele entrega o que se espera de um mouse para o uso convencional trabalho e estudo. É bem pequeno e leve,  apesar disso eu me adaptei bem.",7/01/2022,Bom
1.0,"Produto incompleto.Não pude avaliar o produto,o mouse, não veio acompanhado da conexão USB,estou com um mouse novo e inútil.Nao o devolvi, porque já o tinha retirado da embalagem.",10/04/2021,Ruim
5.0,"Super leve, preciso, ergonômico. Ótimo custo benefício!",12/04/2021,Bom
5.0,"Melhor do que eu imaginava. Chegou antes do prazo e muito bem embalado. Fique com medo de pedir por causa dos comentários negativos, mas o mouse é novo sim e em perfeito estado, de qualidade.",15/09/2021,Bom
5.0,Esse mouse é um dos melhores do mundo no que se propõe. eu tenho ele e outro mas esse é meu xodó,24/11/2021,Bom
5.0,"Gente, uma beleza. Levinho, silencioso e super preciso. Podem ir sem medo de ser feliz. Não uso pra jogos e sim para trabalhar, entao nesse ponto nao posso opinar",8/02/2022,Bom
5.0,"Ah alguns dias estou utilizando para trabalho e estou gostando bastante, ele é pequeno comparado com um da Microsoft que tinha, não falhou em nenhum quesito. Tem atendido minha expectativas!",21/10/2021,Bom
5.0,"Eu já havia comprado um desses para minha esposa e quando vi sua qualidade resolvi comprar outro, porém para meu uso e não me arrependo.",16/10/2020,Bom
5.0,"Ótimo custo benefício, bom acabamento, boa pegada, já vem com uma pilha e tem uma boa precisão.",15/09/2021,Bom
5.0,"Esse mouse é melhor do que eu esperava, super leve e confortável, tem uma ótima precisão e movimentação, não testei em jogos mas ele foi bem eficiente nas minhas atividades diárias",7/09/2021,Bom
5.0,"Excelente mouse, linda cor, muito preciso. Melhor ainda que o conector usb é interno e já vem com pilha. Vale a pena adquiri-lo.",26/05/2021,Bom
5.0,Chegou dentro do prazo tudo certinho,25/01/2022,Bom
4.0,"Até o momento ,gostei de tudo !!",11/09/2021,Bom
5.0,"Para qualquer atividade com o computador esse mouse é indispensável, pode trabalhar durante horas sem cansar a mão, vale muito a pena ter esse instrumento ao seu alcance.",11/04/2021,Bom
5.0,"Ótimo custo-benefício para usuários comuns (que não exigem alta precisão e múltiplos botões. Mesmo alimentado com 1 pilha AA, a economia de energia é fenomenal.",8/07/2020,Bom
5.0,"Mouse muito bom para o uso do dia a dia. Já vem com a pilha, possui laser invisível (não fica aquela luz vermelha piscando). Além disso tem uma posição muito confortável e um design bem limpo",24/11/2020,Bom
5.0,Produto bem sensível útil para vários dispositivos.,1/01/2022,Bom
5.0,Ótimo produto utilizo para meus programas de engenharia e este mouse está me satisfazendo bastante,31/03/2021,Bom
5.0,A mídia não pôde ser carregada.               O mouse é muito bom..Foi super fácil conectar no notebook.Ele veio con pilha e intacto.Gostei!E chegou 10 dias antes do prazo de entrega,9/07/2021,Bom
5.0,"É um ótimo produto pra quem busca mais facilidade, agilidade e conforto além de possuir uma conexão ótima! O futuro será de conexões sem fio!!!",25/06/2021,Bom
5.0,"Um excelente mouse que não falhou comigo nenhuma vez, simples e eficiente!",8/02/2022,Bom
5.0,"A entrega foi feita 3 dias antes do previsto, veio bem embalado e o entregador foi super educado.O mouse é perfeito para mim! Encaixou muito bem na minha mão, ele é extremamente confortável. Produtos da Logitech dá para comprar de olhos fechados.Eu amei o produto!",19/05/2020,Bom
4.0,"Feio demais, mas é barato, queria algo bonito, e destro.",21/02/2022,Bom
5.0,"Meu segundo já! Não tem erro em comprar esse mouse! É resistente, confortável e consome pouquíssima bateria. Pode incomodar quem tem a mão muito grande, mas pra minha que é média é perfeito.",10/05/2020,Bom
5.0,"Não uso para games, então não posso opinar, mas uso para home office e faculdade, não tive problemas, super leve, ja o tenho algum tempo e e não teve problemas.",8/04/2021,Bom
5.0,"Em lojas físicas, vc acha mouses sem fio genéricos por 30~40. Mas, pagando mais 20 reais, tem-se um mouse com o padrão de qualidade logitech e uma bateria que supostamente dura 12 meses, incrível!",21/02/2021,Bom
4.0,"Uso esse modelo a anos. Comprei um e dei de presente para a minha irmã. Confortável, preciso, bom alcance de sinal, a pilha dura bastante tempo (uso pilha recarregável).",29/04/2021,Bom
5.0,Já tinha um para o computador do trabalho e agora adquiri um para o pessoal. Vale muito a pena!,11/07/2020,Bom
5.0,"Incrível! Resposta rápida, muito bom! Vem com a pilha. Prático, leve e confortável.",22/05/2021,Bom
5.0,"Perfeito para uso com o Office, precisão mais do que suficiente para uso corporativo.Conforme fotos e descrição. Custo benefício OK. Recomendado!",20/05/2021,Bom
5.0,"PRoduto de qualidade já esperada, o que me surpreendeu foi a rapidez da entrega, muito bom para uso no dia dia. porém nao recomendo para jogos... pra quem tem a mão grande é desconfortavel",6/11/2020,Bom
5.0,"Usava o do meu irmão, adorava, agora comprei o prata pra mim. Ele é ótimo pro trabalho, preciso, resistente, ergonômico e bonito. Não é dos mais baratos, mas o custo benefício vale a pena.",29/03/2021,Bom
5.0,"O mouse é ótimo! Talvez não seja a melhor opção para jogar, mas serve perfeitamente para o resto. Só achei pequeno, mas isso não atrapalha quase nada. Recomendo muito pelo custo benefício.",7/09/2021,Bom
5.0,"produto funcionou como esperado, tudo ok marca Logitech, ótima qualidade. só achei pequeno para minha mãos, fora isso. ok! entrega foi ultra rápida !",8/04/2020,Bom
5.0,"Mouse muito bom, ótima precisão até da pra jogar, não deixa muito a desejar porém, aonde fica a pilha pesa mais do que o resto do mouse e atrapalha um pouco, de resto é perfeito.",22/12/2020,Bom
5.0,"Bom de usar. Um pouco pequeno pra minha mão, mas pelo valor, tem um bom custo benefício.",27/11/2021,Bom
5.0,Excelente precisão. Pegada simples pois não possui lados com contorno ergonômico. No geral parece muito bom.,3/09/2020,Bom
5.0,Boa ergonometria. Ótima precisão.Conecta rápido e boa economia de pilha.Pode comprar que vale A pena,13/03/2022,Bom
5.0,"A mídia não pôde ser carregada.               É pequeno, bonito e funciona perfeitamente. Recomendo!",11/01/2022,Bom
5.0,"Utilizo o mouse para fins de design gráfico e ele é ótimo! Leve, preciso e ergonômico. Achei muito interessante o compartimento que tem dentro dele para guardar o USB.Sobre a entrega achei que foi ok, dentro do prazo previsto.",13/05/2021,Bom
1.0,Caussa  MUITA ineteclado da mesma mmarca. Quis dizer que que causa muita interferencia com o teclado da mesma marca. um verdadeiro lixo. não consigo trabalhar.,9/02/2022,Ruim
5.0,"Mouse muito preciso, rápido. Uso para escritório e superou minhas expectativas. Não sei dizer pra jogos como se sai. Enfim. Indico ele pra quem está na dúvida.",25/02/2021,Bom
5.0,"Excelente resposta, além de ser prático e pequeno (tamanho ótimo para mim).",16/05/2019,Bom
5.0,"É perfeito pra mouse muito bom e barato, sem fio não trava, não tranca, não da pau, rápido bom de usar, Tamanho dele é médio mas confortável, durabilidade ta ótima!",13/05/2020,Bom
4.0,"Eu particularmente apenas me incomodei quanto ao barulho dos cliques, porém já era esperado, pois não é característica deste modelo o modo silencioso.",2/01/2021,Bom
5.0,"Melhor Custo x Benefício, marca conceituada e confiável. Uso a anos produtos dela. Acabamento excelente e preços justos pelo que entregam. Recomendo!",11/04/2020,Bom
5.0,"O mouse é muito bom e pega em várias superfícies diferentes (mas funciona muito mal em cima de papel sulfite, por ex.). Achei ele muito pequeno, mas é leve. De modo geral achei muito bom.",13/03/2021,Bom
5.0,"Um ótimo mouse, num preço bem acessível.Já vem com a pilha, o que é excelente.Os botões são um pouco frágeis, mas é melhor que alguns que já tive. Por isso é uma ótima compra.",29/04/2021,Bom
4.0,"Excelente custo beneficio, estava querendo um de marca mais conhecida como Microsoft, Dell ou HP. Mas esse não fica para trás dos concorrentes de peso.",24/04/2021,Bom
4.0,"Comprei como novo e veio com arranhões e características de que já tinha sido usado. Apesar disso, é bom. A qualidade é correspondente ao preço.Os botões são um pouco barulhentos...",8/06/2021,Bom
5.0,"Mouse sem fio Logitech M170, sobre jogos não posso responder pois não utilizo",1/06/2021,Bom
5.0,"Comprei para presente e a pessoa está adorando. Boa qualidade de construção, preciso para tarefas do dia a dia.",25/08/2020,Bom
5.0,"Excelente mouse, muito econômico apesar de ser a pilha, ele não acende aquele luz chata do sensor. Com isso a vida da pilha aumenta bastante.",25/02/2022,Bom
5.0,"Uso ele no Linux, e posso dizer que ele é bem sensível, tanto que ao clicar é possível que seta mexa, mas isso pode ser resolvido nas configurações. Atendeu todas as minhas expectativas.",5/06/2021,Bom
5.0,"Pelo valor é um excelente mouse! Pilha dura muito realmente, voltei aqui com 6 meses de uso e ainda utilizando a pilha original. Logitech é qualidade! E a entrega Amazon foi bem rápida.",24/05/2020,Bom
5.0,"Este mouse é um ótimo custo benefício, é leve, ágil, possui já uma pilha, possui botão de desligar. Recomendo muito.Entrega e logística da Amazon está também de parabéns.",27/10/2021,Bom
5.0,Atendeu às expectativas.,17/09/2021,Bom
5.0,Funciona e custa pouco,24/12/2020,Bom
5.0,"Gostei bastante do produto! Mais de um mês de uso e até agora está mais que aprovado. Boa precisão, ergonômico e aparentemente dura bastante com uma pilha. Recomendo!",21/05/2021,Bom
4.0,O ponto negativo é a qualidade do material explicativo que acompanha o produto. O tamanho da letra utilizada é tão pequeno que vc não consegue ler (utilizei até uma lupa e vc não dá!!!),17/07/2020,Bom
5.0,Excelente mouse. Não faz barulho com o roll-on e é muito discreto nos cliques. Super silencioso! Exatamente o que eu queria!,27/11/2021,Bom
5.0,Ótimo custo benefício,23/04/2021,Bom
5.0,"Prático, bonito, com resposta imediata.",11/01/2021,Bom
4.0,Produto voltado para uso doméstico.Não muito indicado para mãos grandes.,4/07/2020,Bom
5.0,"Em comparação ao mouse Microsoft que eu utilizava ele tem um tempo de resposta melhor. Um pouco menor que o outro mouse, mas acredito que é uma questão de adaptação.",20/05/2021,Bom
5.0,"Adorei o produto. Leve, preciso e resistente. Mas devo dizer que o que mais me deixou satisfeita nesse pedido foi a agilidade na entrega dos produtos. Muito satisfeita com a venda e pós venda da Amazon.",31/03/2020,Bom
3.0,"O produto entrega o que promete, porém achei q o som de clique eh ruim",22/02/2022,Neutro
2.0,"O mouse é bom, pequeno, porém com 1 semana de uso o scroll (rolamento) começou a fazer barulho como se estivesse rangendo toda vez que rolava.. solicitei a devolução.",13/05/2020,Ruim
5.0,"As principais características são de longo prazo (durabilidade da pilha e do próprio mouse), não dá para avaliar agora. Tive um Microsoft que quebrou em pouco mais de um ano.",12/07/2021,Bom
4.0,"No meu caso, uso pata desenhos no Rinoceros e desempenha um bom papel... Para games não tenho comentários...",22/01/2022,Bom
5.0,"É muito bonito, tem uma ótima construção combina materiais. É pequeno para mãos grandes. Se acomoda sob os dedos e não sob a palma da mão. Muito rápido na conexão e na execução.",2/06/2020,Bom
5.0,"Pequeno, leve e agradável de usar, para usar junto daquele notebook que a empresa te forneceu para trabalhar em casa esta ótimo, mas para jogar ele é muito pequeno.",7/01/2021,Bom
2.0,Infelizmente não veio com o Pendrive receptor!,2/09/2021,Ruim
5.0,"Otimo, preciso, rápido, confortável, ergonômico, tudo que se espera de um mouse com alta qualidade e custo benefício excelente, Logitech é o nome.",3/12/2019,Bom
5.0,"Sempre comprei produtos  Logitech e esse mouse como sempre atendeu minhas expectativas.Uso para trabalhar, para jogos recomendo mouse gamer.",9/04/2021,Bom
5.0,"O mouse é bem leve e preciso, não sei funciona bem para games, mas para os outros usos ... muito bom.",28/03/2021,Bom
5.0,"Produto mais adequado: preço, qualidade, confiabilidade.Já tive mouse Microsoft também era bom, porem + caro.Ja tive mouse Generico preços baratos porém qualidade duvidosa",30/07/2021,Bom
5.0,"Muito bom, chegou antes do prazo de entrega. Apresenta alguns arranhões embaixo, tipo sinais de uso, a luz de baixo também não acende, estranhei! Mas funciona perfeitamente.",28/07/2021,Bom
5.0,"Mouse com ótimo custo x beneficio. Tem outros mouses muito mais competentes e melhores, mas com preço absurdo. Para quem quer usar no básico do dia a dia, vale muito a pena.",26/01/2020,Bom
5.0,Gostei muito. Bem leve. Funciona mesmo na minha mesa rugosa de MDF!,5/03/2020,Bom
5.0,"uso no trabalho a quase 1 ano, com a pilha que veio nele, e até hj nao descarregou. é um ótimo quebra galho pra serviços normais",16/09/2021,Bom
5.0,"Mouse muito bom, é bem leve. Pelo fato de acompanhar pilha e o plug bluetooth vale muito a pena. Recomendo!",8/06/2021,Bom
5.0,Comprei esse mouse pois o meu antigo com fio quebrou e não me arrependo! Sou arquiteta e uso diariamente para fazer projetos e além de confortável é muito preciso! Indico para todos!,10/04/2021,Bom
5.0,"Achei o mouse ótimo, sinto que não gasta tanta pilha mesmo deixando ele ligado. A conexão com o bluetooth também perfeita.",29/06/2021,Bom
5.0,Mouse para qualquer tipo de utilização. Excelente custo/benefício.,13/05/2021,Bom
5.0,"Ótimo custo x benefício! Efetuei a compra no dia 05/02/2022 durante o período da noite e chegou no dia 09/02/2022, estou impressionado com a velocidade da entrega!",9/02/2022,Bom
5.0,Excelente produto.,16/05/2021,Bom
5.0,"Não tenho do que reclamar. Ele não é muito grande, tem um tamanho ideal e acabamento perfeito para o conforto durante uso. Conexão rápida e automática, funcionamento preciso, já vem com pilha. Ótima compra.",20/04/2020,Bom
5.0,"Ótimo produto, pequeno, facil instalação, ótima resposta. Entrega rápida. Satisfeito. A pilha ficou flouxa antes de fechar a tampa, mas quando fecha funciona perfeitamente.",8/07/2021,Bom
5.0,"Excelente produto, ergonômico, ótimo custo benefício.",25/05/2021,Bom
5.0,"Já tinha um desse modelo Azul com ótimo desempenho, comprei mais um para minha esposa e é de muito boa qualidade! Tamanho adequado, boa precisão e baixo consumo das pilhas. Recomendo!",17/06/2020,Bom
5.0,"muito melhor que o da del que tinha comprado antes. ele é leve e compacto. o melhor pela faixa de preço,",12/06/2020,Bom
5.0,"Um Ótimo mouse para trabalho, porém em relação a jogos deixa a desejar, games que necessitam de muita movimentação fazer ele falhar muito. Para trabalho e coisas simples é perfeito!",9/05/2021,Bom
4.0,"Pra quem usa muitos programas que precisam do scroll, como autocad, sketchUp, eu não recomendo. O scroll é duro. Fora isso, o mouse é ótimo e ergonomico.",16/03/2021,Bom
5.0,"Atende a proposta, é prático e portátil, funciona muito bem.",27/04/2021,Bom
5.0,"eu comprei faz mais de um ano, ainda não precisei trocar a pilha, não tem delay nos jogos e é muito bonitinho, recomendo",29/03/2021,Bom
1.0,"Após três dias o cursor do mouse começou a travar. Tentei trocar de pilha, parou por um dia, mas depois retornou. Não compro mais desse mouse. Pedi para devolver.",27/11/2021,Ruim
4.0,"Um excelente mouse, principalmente para home office, no início achei a dpi bem alta, mas esse foi um dos fatores q fizeram-me apaixonar por ele!!Comprem, nn hesitem.",29/04/2021,Bom
5.0,"Um ótimo produto para quem precisa de um mouse bom e barato. Atende todas as necessidades para utilização padrão, mas não é recomendável para quem quer um mouse para jogo.",29/08/2021,Bom
5.0,O mouse apesar de compacto atende muito bem as diversas tarefas! De programas que uso na arquitetura que exige bastante o mouse a até uns joguinho mais pesados! Recomendo bastante!,11/05/2020,Bom
5.0,"Produto super legal! Bonito, preço bom e de boa qualidade. Satisfeita com minha compra!! E entrega super rápida!! So elogios 😉",16/06/2021,Bom
5.0,"Ótimo custo-benefício, atende às expectativas, sobre a entrega, simplesmente fantástica, entregou antes do prazo e em menos de 24horas.",17/09/2021,Bom
5.0,"O mouse é excelente. Tem um peso bom, alcance maior que 2m, bastante sensível por isso desligo sempre. SUPER RECOMENDO.",22/01/2022,Bom
5.0,Gostei muito do produto,3/12/2021,Bom
5.0,"A mídia não pôde ser carregada.               Produto bom, compacto, você consegue trabalhar bem com ele, chegou antes do tempo, com o mousepad que compramos junto. Vem acompanhado de pilha. Recomendo!",5/06/2021,Bom
5.0,Pouco tempo de uso e roda que faz rolar as paginas está falhando demais... NÃO RECOMENDO !!!,9/04/2021,Bom
5.0,"Recebi hoje e já estou utilizando, a Logitech é maravilhosa....não tem o que falar....",24/11/2020,Bom
5.0,"Muito bom produto, compacto e de boa funcionalidade",1/02/2022,Bom
5.0,A mídia não pôde ser carregada.               O melhor mouse sem fio que já utilizei. A Logitech fez o melhor produto desta categoria. Excelente custo benefício.,31/10/2021,Bom
5.0,"Sem dúvidas uma ótima aquisição, fiquei com medo sobre os comentários de talvez estivesse usado .Mas o produto é super novo, e bonito , e a bateria{pilha} ? Sério, 1 ano é pouco .",24/10/2020,Bom
1.0,"Parece bom, mas veio sem o receptor. Espero que meu problema seja resolvido.",27/12/2019,Ruim
5.0,"Acabo de receber o produto. A primeira impressão é de satisfação com a qualidade do produto.Leve, ergonomia ótima, muito rápido à resposta. Recomendo.Utilizando o produto para ambiente Windows.",6/04/2020,Bom
5.0,Muito bom. Atendeu as minhas necessidades.,26/04/2021,Bom
5.0,"Os produtos da logtech são sempre bons... pro dia a dia, vai que vai.. bons de usar e resistentes",28/05/2021,Bom
5.0,Muito bonito e funcional. Tudo fica dentro do próprio mouse o que permite não perder nada. Ele é bem leve e fácil de manejar.,16/04/2021,Bom
5.0,"Mouse compacto, preciso e muito confortável mesmo para quem possui mãos grandes.",11/06/2021,Bom
1.0,"O produto não funciona, o compartimento da pilha não tem sequer uma tampa, deixando o aparelho instável quando deslizamos na superfície devido ao buraco que se apresenta em baixo",13/12/2021,Ruim
5.0,"Gostei bastante. Mouse com tamanho perfeito para mim que tenho a mãos pequena, encaixou perfeitamente. A pegada dele é confortável. E os botões são precisos e macios. Para mim ele foi perfeito, não tenho do que reclamar.",20/03/2021,Bom
5.0,"Muito bom, ergonômico, simples e elegante! gostei muito! recomendo e o meu veio certinho, bem embalado e novo!",25/10/2021,Bom
5.0,não tenho muito a dizer. a marca logitech é uma marca boa. até o momento atende as minhas expectativas.,16/04/2021,Bom
5.0,Produto de boa qualidade e adequado para ambidestros.Recomendo.,1/03/2021,Bom
5.0,Comprei para usar com meu celular e não me arrependo.Encaixa bem na minha mão.Veio tudo certo e bem rápido.Recomendo.,15/02/2022,Bom
5.0,"Uso para trabalho e é ótimo, nunca usei para jogar algo então não saberia dizer se é bom",3/03/2022,Bom
5.0,"Se você procura um mouse para jogos, procure outro, se seu uso é básico, esse é ideal para você!",13/04/2021,Bom
1.0,"Recebi o produto, e assim que abri a embalagem, descobri que o USB que conecta o mouse ao PC não veio. Ou seja: comprei um produto que não serve para nada. Joguei dinheiro fora.",6/06/2021,Ruim
5.0,"O design é muito bonito e compacto, gostei muito de ter um lugar pra guardar o receptor no próprio mouse, como eu uso um notebook, as vezes é bom guardar pra acabar não perdendo",9/06/2020,Bom
5.0,"Em relação a outros, esse mouse é excelente. Boa pegada, precisão. Só acho q ele faz um barulhinho ao clicar, achei que era mais silencioso, mas nada de mais. Super recomendo!",11/07/2020,Bom
5.0,O mouse atende bem as demandas esperadas por ele. A marca Logitech é tradicional e excelente.Não uso para games.,3/12/2020,Bom
4.0,"Produto bom, se molda muito bem na mão, unica coisa que não gostei muito foi a precisão do mouse, jogando ele um lado pro outro em linha reta, o ponteiro sobe na vertical... Mas de resto tudo certo.",8/03/2020,Bom
5.0,"É confortável na mão, muito bonito, um azul pouco mais escuro do que a foto do anúncio. Procurei muito por um mouse com apenas 1 pilha AA e estou muito satisfeito com esse. Recomendo!",3/09/2020,Bom
5.0,Fácil de instalar e usar. É prático e ergonômico.,4/05/2021,Bom
1.0,"Ele nao funciona, esta com lentidão, quando voce joga pra um lado ele demora de ir e fica com delay. Tentei ter meu dinheiro de volta, mas não tive retorno da Amazon, estou aguardando.",2/12/2020,Ruim
4.0,"Vai fazer 1 ano que estou usando, é muito econômico e ainda estou com a mesma pilha que veio com ele. Só não dou 5 estrelas pq a rodinha dele não é 100%.",22/05/2021,Bom
5.0,"Mouse compacto, com boa conexão sem fio, preciso e bonito. Ótimo preço também!",11/03/2022,Bom
5.0,"Bom e barato. Comprei dois, um para o Macbook e outro para uma máquina Windows, tudo funcionando perfeitamente, superfácil de conectar, é  ligar e usar. Recomendo.",19/05/2020,Bom
5.0,"Excelente produto. Material bem acabado, ergonômico e macio no uso. Reconheceu rapidamente no meu note.",3/06/2020,Bom
5.0,"O produto parece ser muito bom, o que demorou foi a entrega",24/08/2021,Bom
5.0,"O mouse me atendeu muito bem para o dia a dia no trabalho, não utilizo para atividade de muita precisão mas além de chegar muito rápido, ele é compacto e de fácil utilização",30/12/2020,Bom
5.0,"Mouse muito bom e bonito. Cabe certinho na mão, mesmo sendo menor que os outros mouse. Clique suave. Vale a pena o custo benefício.",16/07/2020,Bom
5.0,"Ótimo mouse, uso ha mais de um ano e nunca deu problema nenhum, para jogos não recomendo pois alguns jogos precisam configurar dpi.",15/04/2021,Bom
5.0,O mouse funcionou no meu Macbook PRO. Só pluguei o micro usb e pronto. Já funcionou na hora. Veio com pilha.,24/09/2020,Bom
5.0,"Ele é pequeno, de um material não muito resistente (seria bom evitar quedas) Porém ele é prático e funciona bem. Ótimo para quem usa pouco.",28/11/2020,Bom
5.0,Excelente Mouse! Bateria dura bastante e é bem confortável de usar.,24/04/2021,Bom
5.0,"Até agora não tive nenhum problema com meu mouse, funciona perfeitamente e não trava nem demora pra sincronizar com o computador. O encaixe dele na mão tambem é bom. Aprovado!",7/05/2021,Bom
5.0,"Melhor mouse bluetooth que já usei, rápido, preciso e ergonômico. Superou minhas expectativas tem um excelente custo benefício. Recomendo.",19/04/2020,Bom
5.0,"O mouse é ótimo, desliza facilmente. Geralmente uso sem mouse pad, se for em mesa lisa de madeira. Já caiu várias vezes por descuido meu e ainda assim funciona perfeitamente. O tamanho dele é ótimo e tem uma boa aderência na mão. Recomendo :)",18/08/2020,Bom
5.0,"Mouse simples, porém preciso e firme. Cumpre o que promete. Scroll não range",13/05/2021,Bom
5.0,Funciona perfeitamente.,23/03/2021,Bom
5.0,Logitech nunca me decepciona. Preciso e durável baixo consumo de pilha com uso intenso.,31/10/2021,Bom
4.0,"Produto satisfatório para trabalho, preço bom e entrega bem rápida, pedido feito sexta final da tarde, entrega sábado final de tarde.Seria excelente se tivesse alguns centímetros a mais.:D",12/06/2021,Bom
5.0,"Gostei muito do produto, atendeu minhas necessidades: Jogar (LOL), e atividades da faculdade.",25/04/2021,Bom
4.0,"Desde que adquiri o produto notei que não duraria muito, dito e feito em menos de um ano o scroll do mouse já não funciona e meu uso não é diário.",17/10/2021,Bom
